loan_id,credit_score,debt_to_income_ratio,loan_to_value_ratio,missed_payments_12m,days_past_due,repayment_status,default_flag,risk_band,expected_loss_amount
LOAN009452,724.0,0.556,0.919,0,0,Current,0,Low,94832.81
LOAN009453,587.0,0.798,0.626,5,50,Current,0,High,249374.67
LOAN009454,649.0,0.497,0.948,0,0,Current,0,Medium,216711.33
LOAN009455,768.0,0.329,,0,0,Current,0,Low,18669.76
LOAN009456,703.0,0.332,0.703,1,12,Current,0,Low,5235.91
LOAN009457,724.0,0.586,0.5,1,22,Current,0,Low,78248.91
LOAN009458,670.0,0.513,0.898,0,0,Paid Off,0,Low,112707.7
LOAN009459,699.0,0.539,0.64,0,0,Current,0,Low,15747.74
LOAN009460,,0.648,0.588,5,123,Defaulted,1,HIGH,50540.71
LOAN009461,630.0,0.694,,5,90,Late,0,High,183539.36
LOAN009462,676.0,0.868,,2,34, current ,0,Medium,21741.09
LOAN009463,722.0,0.348,0.929,0,0,Current,0,Low,7219.98
LOAN009464,714.0,0.596,0.825,3,36,Current,0,Medium,97302.19
LOAN009465,638.0,0.732,0.593,3,48,Current,0,Medium,705466.63
LOAN009466,700.0,0.395,0.699,4,143,Defaulted,1,Medium,13947.37
LOAN009467,645.0,0.817,0.877,3,27,Current,0,Medium,25749.31
LOAN009468,563.0,0.599,0.636,7,180,Defaulted,1,High,125985.13
LOAN009469,659.0,0.654,0.719,0,0,Current,0,Medium,33879.99
LOAN009470,600.0,1.21,0.926,3,60,Current,0,High,1636655.88
LOAN009471,709.0,0.642,0.546,0,0,Current,0,Low,157117.21
LOAN009472,679.0,0.267,0.787,0,0,Current,0,Low,4952.39
LOAN009473,618.0,1.038,0.833,7,109,Defaulted,1,High,843763.59
LOAN009474,663.0,0.546,0.596,0,0,Current,0,Low,159607.83
LOAN009475,669.0,0.267,,0,0,Paid Off,0,Low,7413.04
LOAN009476,679.0,0.584,,1,15,Current,0,Medium,12940.99
LOAN009477,632.0,0.956,,3,79,Defaulted,1,High,2148260.2
LOAN009478,627.0,0.441,0.92,1,10,Current,0,Medium,48901.38
LOAN009479,704.0,0.515,0.505,0,0,Current,0,Low,65653.53
LOAN009480,690.0,0.719,0.611,0,0,Current,0,Medium,139310.84
LOAN009481,599.0,1.022,0.794,1,91,Defaulted,1,High,1374133.28
LOAN009482,625.0,1.025,0.724,2,71,Defaulted,1,high,578528.78
LOAN009483,675.0,0.622,0.664,0,0,Current,0,Medium,109114.13
LOAN009484,662.0,0.736,0.552,5,85,Late,0,High,120421.04
LOAN009485,686.0,0.486,,0,0,Current,0,Low,14595.84
LOAN009486,661.0,0.519,0.557,0,0,Current,0,Low,35766.51
LOAN009487,640.0,0.395,,0,0,Current,0,Low,20452.95
LOAN009488,713.0,0.193,,1,23,Current,0,Low,2344.92
LOAN009489,729.0,0.547,0.914,0,0,Current,0,Low,11494.93
LOAN009490,658.0,0.524,0.615,0,0,Current,0,Low,19598.33
LOAN009491,744.0,0.361,0.607,0,0,Current,0,Low,5697.44
LOAN009492,634.0,1.0,0.93,1,25,Current,0,Medium,433275.08
LOAN009493,685.0,0.895,0.651,1,11,Paid Off,0,Medium,311995.86
LOAN009494,709.0,0.967,0.565,1,14,Paid Off,0,Medium,118525.8
LOAN009495,701.0,0.303,,1,21,Current,0,Low,16216.5
LOAN009496,694.0,0.429,0.738,0,0,Current,0,Low,4743.32
LOAN009497,616.0,0.548,,3,66,Late,0,Medium,21169.33
LOAN009498,606.0,0.472,,1,23,CURRENT,0,Medium,38807.96
LOAN009499,667.0,0.247,,0,0,Current,0,Low,5281.03
LOAN009500,724.0,0.63,0.594,0,0,Current,0,Low,201536.4
LOAN009501,692.0,0.678,,0,0,Current,0,Low,24400.12
LOAN009502,699.0,0.252,0.813,0,0,Current,0,Low,991.05
LOAN009503,662.0,0.593,0.895,0,0,Current,0,Medium,196815.35
LOAN009504,636.0,0.728,0.805,5,60,Paid Off,0,High,186656.25
LOAN009505,624.0,0.778,,3,36,Current,0,Medium,299084.1
LOAN009506,690.0,0.266,,0,0,Current,0,Low,3247.22
LOAN009507,692.0,0.536,0.501,1,23,Current,0,Medium,62137.46
LOAN009508,655.0,0.666,,0,0,Current,0,Medium,14181.84
LOAN009509,642.0,0.605,,3,75,Late,0,Medium,19566.59
LOAN009510,636.0,0.775,0.629,4,44,Current,0,Medium,369941.54
LOAN009511,601.0,1.056,0.881,7,180,Defaulted,1,High,1146149.08
LOAN009512,681.0,0.548,,0,0,Current,0,Low,9445.26
LOAN009513,638.0,0.397,0.716,1,18,Current,0,Medium,78413.38
LOAN009514,674.0,0.352,0.915,0,0,Current,0,Low,23855.38
LOAN009515,684.0,0.38,0.63,0,0,Current,0,Low,11154.19
LOAN009516,705.0,0.229,0.678,0,0,Current,0,Low,2855.32
LOAN009517,624.0,0.838,0.809,2,24,Current,0,Medium,339397.77
LOAN009518,686.0,0.677,0.566,0,0,Current,0,Medium,62112.22
LOAN009519,649.0,0.501,0.68,1,12,Current,0,Medium,92666.85
LOAN009520,728.0,0.423,0.84,0,0,Current,0,Low,7897.48
LOAN009521,647.0,0.495,0.796,1,8,Current,0,Medium,98975.89
LOAN009522,689.0,0.454,0.592,0,0,Current,0,Low,3528.7
LOAN009523,707.0,0.263,0.593,0,0,Current,0,Low,3294.36
LOAN009524,591.0,0.907,0.668,2,48,Current,0,High,753518.43
LOAN009525,759.0,0.454,0.595,0,0,Current,0,Low,39208.3
LOAN009526,646.0,0.541,0.502,4,167,Defaulted,1,Medium,95620.41
LOAN009527,704.0,0.602,,1,9,Paid Off,0,Medium,17139.12
LOAN009528,693.0,0.86,0.513,9,180,Written Off,1,High,80934.82
LOAN009529,622.0,0.796,0.818,5,95,Late,0,High,243404.43
LOAN009530,750.0,0.361,,0,0,Current,0,Low,4053.88
LOAN009531,650.0,0.799,,0,0,Current,0,Medium,204759.22
LOAN009532,580.0,0.752,,4,44,Current,0,High,38340.83
LOAN009533,628.0,0.624,,2,122,Defaulted,1,Medium,42072.11
LOAN009534,708.0,0.32,0.828,0,0,Current,0,Low,2938.59
LOAN009535,620.0,0.717,0.528,2,44,Current,0,Medium,5928.85
LOAN009536,720.0,0.632,0.932,1,20,Current,0,Medium,252967.26
LOAN009537,624.0,1.018,0.555,2,78,Defaulted,1,High,752183.45
LOAN009538,630.0,0.96,0.529,3,30,Current,0,High,251189.35
LOAN009539,649.0,0.568,0.541,2,24,Current,0,Medium,13522.75
LOAN009540,705.0,0.921,0.623,3,63,Current,0,Medium,177503.82
LOAN009541,650.0,0.557,0.683,0,0,Current,0,Medium,48226.87
LOAN009542,639.0,0.464,0.816,2,16,Current,0,Medium,53168.74
LOAN009543,628.0,1.19,0.606,5,80,Late,0,High,793277.87
LOAN009544,699.0,0.522,0.617,0,0,Current,0,Low,30295.21
LOAN009545,623.0,0.749,0.862,2,36,Current,0,Medium,422150.64
LOAN009546,680.0,0.46,0.683,0,0,Current,0,Low,32835.68
LOAN009547,713.0,0.382,,0,0,Current,0,Low,15208.36
LOAN009548,705.0,0.883,0.838,3,39,Current,0,Medium,74570.84
LOAN009549,612.0,1.35,0.863,4,141,Defaulted,1,High,2196220.48
LOAN009550,672.0,0.514,,0,0,Current,0,Low,11557.23
LOAN009551,648.0,0.538,,5,105,Restructured,0,Medium,213871.97
LOAN009552,729.0,0.276,0.578,0,0,Current,0,Low,18584.23
LOAN009553,676.0,0.41,0.627,0,0,Current,0,Low,4169.57
LOAN009554,652.0,,0.697,2,44,Current,0,High,383810.21
LOAN009555,668.0,0.795,0.652,7,70,Current,0,High,465763.91
LOAN009556,704.0,0.352,0.523,0,0,Current,0,Low,17907.27
LOAN009557,682.0,0.753,0.568,1,14,Paid Off,0,Medium,31161.57
LOAN009558,685.0,0.616,0.817,0,0,Current,0, low ,13341.74
LOAN009559,667.0,0.932,0.726,1,11,Current,0,Medium,127129.94
LOAN009560,645.0,0.504,0.846,5,90,Late,0,Medium,116571.51
LOAN009561,739.0,0.789,0.674,1,20,Paid Off,0,Medium,206530.12
LOAN009562,742.0,0.587,0.82,1,15,Current,0,Low,66801.58
LOAN009563,682.0,0.788,0.574,1,21,Current,0,Medium,66441.48
LOAN009564,702.0,0.351,0.776,0,0,Current,0,Low,3528.48
LOAN009565,663.0,0.621,0.516,1,10,Current,0,Medium,70939.03
LOAN009566,587.0,0.671,0.854,3,45,Current,0,Medium,373773.63
LOAN009567,567.0,1.144,,2,121,Defaulted,1,High,1577479.7
LOAN009568,695.0,0.163,0.749,0,0,Current,0,Low,1378.96
LOAN009569,751.0,0.213,,0,0,Current,0,Low,9978.15
LOAN009570,672.0,0.333,0.514,1,18,Current,0,Low,5716.1
LOAN009571,656.0,0.704,0.542,0,0,Current,0,Medium,87847.12
LOAN009572,689.0,0.277,0.532,1,19,Current,0,Low,25720.67
LOAN009573,676.0,0.912,,2,16,Current,0,Medium,40721.08
LOAN009574,601.0,0.52,,3,63,Late,0,Medium,13350.4
LOAN009575,720.0,0.223,,0,0,Current,0,Low,4379.21
LOAN009576,647.0,0.693,0.724,3,63,Current,0,Medium,146641.49
LOAN009577,640.0,0.333,0.667,2,42,Current,0,Medium,18341.48
LOAN009578,635.0,0.636,,2,36,Current,0,Medium,71612.97
LOAN009579,751.0,0.263,0.758,0,0, current ,0,Low,3973.53
LOAN009580,721.0,0.563,,0,0,Current,0, LOW ,14784.44
LOAN009581,651.0,0.543,0.804,8,180,Defaulted,1,High,177630.46
LOAN009582,664.0,0.384,0.595,0,0,Current,0,Low,17721.62
LOAN009583,663.0,0.761,0.615,2,16,Current,0,Medium,417640.45
LOAN009584,683.0,0.911,0.532,4,64,Late,0,Medium,852564.92
LOAN009585,581.0,0.982,0.705,4,96,Late,0,High,312666.24
LOAN009586,691.0,0.3,0.598,0,0,Current,0,Low,3341.43
LOAN009587,707.0,0.351,0.712,1,15,Current,0,Low,4136.92
LOAN009588,691.0,0.363,,1,14,Current,0,Low,6658.19
LOAN009589,654.0,0.41,0.507,0,0,Current,0,Low,53617.18
LOAN009590,646.0,1.218,0.525,3,180,Defaulted,1,High,1807360.69
LOAN009591,743.0,0.296,0.63,1,10,Current,0,Low,1933.18
LOAN009592,702.0,0.256,0.531,0,0,Current,0,Low,5898.16
LOAN009593,658.0,1.097,0.546,2,44,Current,0,Medium,396195.51
LOAN009594,646.0,0.807,0.61,3,51,Paid Off,0,Medium,319631.22
LOAN009595,733.0,0.371,0.933,0,0,Paid Off,0,Low,3425.44
LOAN009596,690.0,0.654,0.803,0,0,Current,0,Medium,49641.12
LOAN009597,641.0,0.832,0.824,4,48,Current,0,High,233570.27
LOAN009598,690.0,0.464,0.712,1,20,Current,0,Low,12320.39
LOAN009599,638.0,0.556,0.533,4,72,Late,0,Medium,39826.13
LOAN009600,633.0,0.983,0.648,5,95, Restructured ,0,High,898095.92
LOAN009601,679.0,0.61,0.651,0,0,Current,0,Low,100666.8
LOAN009602,619.0,0.766,0.71,0,0,Current,0,Medium,334014.64
LOAN009603,609.0,0.698,0.62,1,22,Current,0,Medium,34965.52
LOAN009604,671.0,0.551,0.723,0,0,Current,0,Low,42334.05
LOAN009605,736.0,0.598,0.915,0,0,Current,0,Low,142173.55
LOAN009606,714.0,0.332,,1,9,Current,0,Low,7685.54
LOAN009607,639.0,1.35,0.637,4,143,Defaulted,1,High,1738878.03
LOAN009608,,0.697,,8,180,Defaulted,1,High,201072.97
LOAN009609,659.0,0.797,0.583,3,57,Current,0,Medium,59697.33
LOAN009610,641.0,0.947,0.634,1,20,Current,0,Medium,1104344.75
LOAN009611,662.0,1.08,0.566,5,85,Late,0,High,528610.8
LOAN009612,620.0,0.962,,3,30,Current,0,High,789674.48
LOAN009613,676.0,0.833,0.936,3,39,Current,0,Medium,160419.53
LOAN009614,659.0,0.675,0.639,0,0,Current,0,Medium,34431.36
LOAN009615,705.0,0.402,0.556,0,0,Current,0,Low,127202.42
LOAN009616,623.0,0.698,0.68,6,90,Late,0,High,178582.07
LOAN009617,614.0,0.633,0.553,6,114,Restructured,0,High,15929.59
LOAN009618,566.0,0.986,0.902,6,180,Defaulted,1,High,417337.71
LOAN009619,646.0,0.376,0.763,2,142,defaulted,1,Medium,150921.28
LOAN009620,699.0,0.425,,0,0,Current,0,Low,10418.08
LOAN009621,674.0,0.313,0.918,0,0,Current,0,Low,4778.99
LOAN009622,700.0,0.422,0.678,0,0,Current,0,Low,7280.55
LOAN009623,679.0,0.446,0.683,0,0,Current,0,Low,3031.93
LOAN009624,634.0,0.464,0.884,1,19,Current,0,Medium,248931.89
LOAN009625,,0.718,0.673,0,0,Current,0,Medium,22126.25
LOAN009626,682.0,0.301,0.739,0,0,Current,0, LOW ,11363.84
LOAN009627,677.0,0.647,0.6,1,13,Paid Off,0,Medium,101309.31
LOAN009628,672.0,0.549,0.562,0,0,Current,0,Low,12927.56
LOAN009629,720.0,0.258,,0,0,Current,0,low,4699.2
LOAN009630,658.0,0.486,0.806,0,0,Current,0,Low,93869.99
LOAN009631,669.0,0.328,0.637,0,0,Current,0,Low,9790.3
LOAN009632,716.0,0.808,0.772,6,180,Defaulted,1,High,135906.4
LOAN009633,711.0,0.206,,0,0,Current,0,Low,3055.82
LOAN009634,695.0,0.602,,0,0,Current,0, LOW ,9527.36
LOAN009635,769.0,0.355,,0,0,Current,0,Low,1516.36
LOAN009636,664.0,0.713,,0,0,Current,0,Medium,5898.23
LOAN009637,684.0,0.676,0.525,6,180, Defaulted ,1,High,45396.25
LOAN009638,653.0,0.78,0.675,1,17,Current,0,Medium,14603.74
LOAN009639,673.0,0.74,0.592,6,126,Late,0,High,257062.75
LOAN009640,713.0,0.627,0.624,0,0, CURRENT ,0,LOW,22860.37
LOAN009641,696.0,0.557,0.554,0,0,Paid Off,0,Low,91345.68
LOAN009642,695.0,0.311,0.543,0,0,Current,0,Low,3677.28
LOAN009643,662.0,0.51,0.535,0,0,Current,0,Low,17030.24
LOAN009644,703.0,0.267,,0,0,Current,0,Low,951.55
LOAN009645,642.0,0.573,0.901,5,55,Current,0,Medium,21080.78
LOAN009646,698.0,0.371,0.528,1,21,Current,0,Low,38657.69
LOAN009647,625.0,0.733,0.709,1,10,Paid Off,0,Medium,469906.0
LOAN009648,656.0,0.702,0.869,0,0,Current,0,Medium,120002.04
LOAN009649,627.0,0.449,0.648,0,0,Current,0,Medium,59844.94
LOAN009650,649.0,0.425,,1,20,Current,0,Medium,29218.27
LOAN009651,648.0,0.748,0.71,3,180,Defaulted,1,High,694347.22
LOAN009652,673.0,,0.518,0,0,Current,0,Low,69397.55
LOAN009653,,0.742,,4,48,Current,0,Medium,27038.01
LOAN009654,696.0,0.458,0.765,0,0,Current,0,Low,9471.91
LOAN009655,723.0,0.459,0.612,0,0,Current,0, LOW ,68403.45
LOAN009656,698.0,0.51,0.887,0,0,Current,0,Low,12266.3
LOAN009657,625.0,0.515,,2,40,Paid Off,0,Medium,17397.65
LOAN009658,640.0,0.777,0.552,2,32,Current,0,Medium,134579.87
LOAN009659,687.0,0.814,0.529,3,30,Current,0,Medium,58597.39
LOAN009660,723.0,0.259,,0,0,Current,0,Low,2049.17
LOAN009661,771.0,0.699,0.576,3,154,Written Off,1,Medium,78034.49
LOAN009662,695.0,0.363,0.556,0,0,Current,0,Low,5047.98
LOAN009663,718.0,0.984,0.614,2,46,Current,0,Medium,236610.51
LOAN009664,649.0,0.796,,6,108,Current,0,High,115614.51
LOAN009665,674.0,0.7,,0,0,Current,0,Medium,12176.07
LOAN009666,633.0,0.666,0.829,4,40,Current,0,Medium,14144.55
LOAN009667,736.0,0.319,,7,180,Defaulted,1,Medium,7654.05
LOAN009668,648.0,0.398,,5,55,Current,0,Medium,5373.94
LOAN009669,716.0,0.319,,0,0,Current,0,Low,6831.71
LOAN009670,663.0,0.387,,1,21,Current,0,Low,11022.86
LOAN009671,649.0,0.548,0.866,1,16,Current,0,Medium,167055.06
LOAN009672,700.0,0.621,0.641,0,0,Current,0,Low,100960.45
LOAN009673,660.0,0.589,0.816,0,0,Current,0,Medium,166583.79
LOAN009674,636.0,0.625,0.552,4,84,Late,0,Medium,93207.84
LOAN009675,617.0,0.774,0.514,2,16,Current,0,Medium,15675.81
LOAN009676,778.0,0.311,0.841,0,0,Paid Off,0,Low,8545.68
LOAN009677,667.0,0.264,,1,23,Current,0,Low,3212.06
LOAN009678,658.0,1.1,0.65,1,21,Current,0,Medium,344277.0
LOAN009679,669.0,0.786,0.525,2,50,Current,0,Medium,133983.97
LOAN009680,663.0,1.095,0.583,7,98,Current,0,High,319811.09
LOAN009681,635.0,0.641,0.517,1,15,Current,0,Medium,218857.79
LOAN009682,652.0,0.479,,7,155,Defaulted,1, high ,2244.85
LOAN009683,621.0,0.979,0.629,1,17,Current,0,Medium,393172.82
LOAN009684,666.0,0.414,,0,0,Paid Off,0,Low,8034.26
LOAN009685,695.0,0.829,0.655,2,28,Current,0,Medium,109633.55
LOAN009686,692.0,0.87,0.768,3,24,Current,0,Medium,233637.88
LOAN009687,,0.356,,0,0,Current,0,Low,9098.98
LOAN009688,667.0,0.513,0.502,0,0,Paid Off,0,Low,13723.12
LOAN009689,670.0,0.809,0.758,0,0,Current,0,Medium,226523.61
LOAN009690,717.0,0.118,,0,0,Current,0,Low,3720.43
LOAN009691,619.0,0.655,0.775,3,39,Current,0,Medium,156807.65
LOAN009692,676.0,1.08,0.928,2,40,Paid Off,0,Medium,475727.42
LOAN009693,623.0,1.174,0.657,3,121,Defaulted,1,High,1188709.59
LOAN009694,699.0,0.649,0.93,1,12,Current,0,Medium,94950.65
LOAN009695,654.0,0.445,0.516,1,18,Current,0,Medium,19514.82
LOAN009696,673.0,0.52,0.645,0,0,Current,0,Low,69554.26
LOAN009697,678.0,0.511,0.579,0,0,Current,0,Low,119032.68
LOAN009698,713.0,0.437,0.532,0,0,Current,0,Low,9117.23
LOAN009699,593.0,0.68,0.686,6,120,Late,0,High,217990.28
LOAN009700,618.0,0.663,0.531,3,33,Current,0,Medium,34222.82
LOAN009701,626.0,1.151,0.714,1,19,Current,0,Medium,1066174.74
LOAN009702,645.0,0.54,0.629,5,105,Restructured,0,Medium,178635.9
LOAN009703,658.0,0.865,0.864,5,125,Late,0,High,103360.4
LOAN009704,668.0,0.414,0.912,0,0,Paid Off,0,Low,4708.67
LOAN009705,681.0,0.515,0.502,0,0,Current,0,Low,3609.39
LOAN009706,609.0,0.778,0.892,5,128,Defaulted,1,High,368034.01
LOAN009707,618.0,0.699,,5,75,Late,0,High,93544.02
LOAN009708,610.0,1.054,0.604,4,88,Current,0,High,259592.73
LOAN009709,685.0,0.595,,0,0,Current,0,Low,63278.5
LOAN009710,697.0,0.739,0.928,4,56,Current,0,Medium,26476.5
LOAN009711,723.0,0.389,0.607,0,0,Current,0,Low,10906.12
LOAN009712,664.0,0.273,0.846,1,19,Current,0,Low,2773.68
LOAN009713,733.0,0.375,,0,0,Current,0,Low,7146.9
LOAN009714,662.0,0.423,0.74,0,0,Current,0,Low,6656.33
LOAN009715,679.0,0.741,0.56,0,0,Current,0,Medium,23726.69
LOAN009716,731.0,0.228,0.7,0,0,Current,0,Low,3092.39
LOAN009717,741.0,0.134,,0,0,Current,0,Low,1059.59
LOAN009718,569.0,0.966,,3,82,Written Off,1,High,691310.48
LOAN009719,681.0,0.768,,2,34,Current,0,Medium,231571.33
LOAN009720,737.0,0.467,,0,0,Current,0,Low,15411.57
LOAN009721,618.0,0.657,0.515,5,100,Late,0,High,16588.73
LOAN009722,733.0,0.356,,1,19,Current,0,Low,1665.46
LOAN009723,739.0,0.444,0.677,0,0,Current,0,Low,28470.94
LOAN009724,676.0,0.394,0.72,0,0,Current,0,Low,29672.56
LOAN009725,704.0,0.274,0.88,0,0,Current,0,Low,3259.89
LOAN009726,682.0,0.629,0.53,0,0,Current,0,Low,61838.29
LOAN009727,608.0,0.384,0.795,1,22,Current,0,Medium,34486.17
LOAN009728,,0.247,0.539,0,0,Current,0,Low,18688.95
LOAN009729,716.0,0.393,,0,0,Current,0,Low,20176.07
LOAN009730,761.0,0.109,0.583,1,11,Current,0,Low,1441.04
LOAN009731,690.0,0.475,0.694,1,15,Current,0,Low,5581.91
LOAN009732,677.0,0.422,0.574,0,0,Current,0,Low,60088.52
LOAN009733,586.0,0.905,0.875,4,180,Defaulted,1,High,338702.55
LOAN009734,752.0,0.367,,1,9,Current,0,Low,11991.39
LOAN009735,672.0,0.217,,0,0,Current,0,Low,2014.71
LOAN009736,672.0,0.439,,0,0,Current,0,Low,57448.97
LOAN009737,646.0,0.751,,1,8,Current,0,Medium,73024.9
LOAN009738,646.0,0.896,0.629,1,22,Current,0,Medium,280138.37
LOAN009739,682.0,0.393,0.734,0,0,Current,0,Low,8075.57
LOAN009740,633.0,0.878,0.857,4,52,Current,0,High,542921.72
LOAN009741,680.0,0.985,0.534,6,143,Defaulted,1,High,217953.72
LOAN009742,722.0,0.103,0.624,0,0,Current,0,Low,656.71
LOAN009743,693.0,0.398,,0,0,Current,0,Low,3542.51
LOAN009744,662.0,0.801,0.774,4,32,Current,0,Medium,259506.12
LOAN009745,620.0,0.84,0.861,3,42,Current,0,High,316753.26
LOAN009746,684.0,0.271,0.694,0,0,Current,0,Low,30633.35
LOAN009747,606.0,0.516,,2,44,Current,0,Medium,8091.64
LOAN009748,629.0,0.974,,4,48,Current,0,High,387528.36
LOAN009749,686.0,0.38,0.537,1,15,Current,0,Low,3996.5
LOAN009750,753.0,0.556,0.69,0,0,Current,0,Low,73882.71
LOAN009751,733.0,0.401,,0,0,Current,0,Low,25061.31
LOAN009752,685.0,0.329,,1,21,Paid Off,0,Low,13239.27
LOAN009753,693.0,0.725,0.866,3,54,Current,0,Medium,60738.74
LOAN009754,665.0,0.672,0.769,0,0,Current,0,Medium,147471.03
LOAN009755,703.0,0.524,0.77,0,0,Current,0,Low,5807.56
LOAN009756,665.0,0.443,0.913,0,0,Current,0,Low,32392.3
LOAN009757,737.0,0.697,0.622,0,0,Current,0,Low,95593.6
LOAN009758,677.0,0.477,,1,24,Current,0,Medium,7932.49
LOAN009759,700.0,0.376,0.506,0,0,Current,0,Low,12211.46
LOAN009760,608.0,0.228,0.636,4,92,Current,0,Medium,9562.7
LOAN009761,595.0,0.514,0.564,1,20,Current,0,Medium,28329.04
LOAN009762,709.0,0.179,,1,10,Current,0,Low,1894.48
LOAN009763,604.0,0.963,0.513,2,20,Current,0,Medium,446712.12
LOAN009764,626.0,0.638,0.774,4,40,Current,0,Medium,103299.69
LOAN009765,707.0,0.447,0.727,0,0,Paid Off,0,Low,6756.51
LOAN009766,695.0,0.124,,0,0,Current,0,Low,2958.57
LOAN009767,586.0,0.691,,4,64,Restructured,0,High,85787.04
LOAN009768,648.0,0.742,0.509,7,180,Defaulted,1,High,563640.06
LOAN009769,646.0,0.342,,4,44,Current,0, Medium ,5088.34
LOAN009770,594.0,1.109,0.612,5,120,Late,0,High,1382502.87
LOAN009771,644.0,0.442,,4,44,Current,0,Medium,15767.84
LOAN009772,756.0,0.385,0.799,0,0,Current,0,Low,24834.99
LOAN009773,641.0,0.585,0.526,5,120,Restructured,0,High,72291.29
LOAN009774,690.0,0.801,0.554,4,72,Late,0,Medium,252276.95
LOAN009775,687.0,0.586,,0,0,Current,0,Low,12518.76
LOAN009776,722.0,0.41,,1,8,Current,0,Low,11400.22
LOAN009777,693.0,0.54,0.545,1,13,Paid Off,0,Medium,42996.26
LOAN009778,688.0,0.405,0.773,1,9,Current,0,Low,58235.34
LOAN009779,692.0,0.444,0.594,0,0,Current,0,Low,10276.75
LOAN009780,678.0,0.344,0.561,0,0,Current,0,Low,32339.19
LOAN009781,702.0,0.376,0.549,0,0,Current,0,Low,7001.74
LOAN009782,619.0,0.791,0.873,4,166,Defaulted,1,High,423112.93
LOAN009783,642.0,0.368,0.876,3,36,Current,0,Medium,80107.24
LOAN009784,709.0,0.389,0.73,0,0,Current,0,Low,77188.07
LOAN009785,691.0,0.576,0.532,0,0,Current,0,Low,73331.63
LOAN009786,678.0,0.477,,0,0,Current,0,Low,8229.68
LOAN009787,670.0,0.385,,0,0,Current,0,Low,7209.55
LOAN009788,645.0,0.35,,4,72,Late,0,Medium,9266.28
LOAN009789,680.0,0.359,0.585,0,0,Current,0,Low,2212.01
LOAN009790,709.0,0.7,0.813,0,0, CURRENT ,0,Low,40375.4
LOAN009791,644.0,0.511,0.852,2,99,Defaulted,1,Medium,35962.71
LOAN009792,720.0,0.748,0.761,6,66,Restructured,0,Medium,14297.16
LOAN009793,690.0,0.417,0.673,0,0,Current,0,low,9168.08
LOAN009794,673.0,0.537,,0,0,Paid Off,0,Low,24183.21
LOAN009795,611.0,0.869,,7,180,Defaulted,1,High,234475.24
LOAN009796,686.0,0.603,0.649,1,25,Current,0, MEDIUM ,22608.88
LOAN009797,636.0,0.908,0.534,5,95,Current,0,High,1062506.44
LOAN009798,702.0,0.807,0.502,4,32,Current,0,Medium,67880.97
LOAN009799,627.0,0.418,,4,72,Current,0,Medium,9710.84
LOAN009800,665.0,0.582,,3,60,Current,0,Medium,130726.14
LOAN009801,691.0,0.629,0.645,0,0,Current,0,Low,83743.11
LOAN009802,680.0,0.674,,0,0,Current,0,Medium,28821.3
LOAN009803,669.0,1.021,,3,72,Late,0,High,853421.07
LOAN009804,640.0,0.622,0.592,4,60,Current,0,Medium,195804.77
LOAN009805,701.0,0.231,0.817,0,0,Current,0,Low,8354.66
LOAN009806,675.0,1.096,0.658,6,150,Current,0,High,954725.78
LOAN009807,709.0,0.726,0.665,3,72,Late,0,Medium,130385.25
LOAN009808,656.0,1.148,0.565,1,18,Current,0,Medium,759277.79
LOAN009809,658.0,0.979,0.746,1,24,Current,0,Medium,365958.73
LOAN009810,613.0,1.026,0.874,2,24,Current,0,High,945812.47
LOAN009811,708.0,0.411,,1,11,Current,0,Low,8191.76
LOAN009812,674.0,0.729,,0,0,Current,0,Medium,177454.2
LOAN009813,,0.978,0.535,5,147,Written Off,1,High,322062.22
LOAN009814,622.0,1.063,,3,33,Current,0,High,470777.45
LOAN009815,746.0,0.396,0.523,0,0,Current,0,Low,4712.38
LOAN009816,687.0,0.523,0.587,0,0,Current,0,Low,5141.26
LOAN009817,647.0,0.386,0.576,3,57,Current,0,Medium,11101.74
LOAN009818,698.0,0.265,0.895,1,19,Current,0,Low,4964.95
LOAN009819,682.0,0.397,0.808,0,0,CURRENT,0,Low,3521.15
LOAN009820,679.0,0.908,,3,69,Restructured,0,Medium,223837.45
LOAN009821,650.0,0.594,0.762,0,0,Current,0,Medium,73144.55
LOAN009822,657.0,0.807,0.58,2,20,Current,0,Medium,103566.66
LOAN009823,643.0,0.674,0.612,1,11,Current,0,Medium,32671.87
LOAN009824,668.0,0.471,0.546,0,0,Current,0,Low,15734.62
LOAN009825,676.0,0.473,0.552,1,20,Current,0,Medium,71303.38
LOAN009826,707.0,0.964,0.625,1,24,Current,0,Medium,388773.08
LOAN009827,733.0,0.377,0.56,0,0,Paid Off,0,Low,4794.62
LOAN009828,752.0,0.45,0.548,0,0,Current,0,Low,145421.17
LOAN009829,679.0,0.665,0.702,1,17,Current,0,Medium,270685.74
LOAN009830,635.0,0.885,0.615,2,48,Current,0,Medium,454399.91
LOAN009831,629.0,0.393,,3,36,Paid Off,0,Medium,62460.28
LOAN009832,565.0,1.141,0.914,4,56,Current,0,High,759847.44
LOAN009833,646.0,1.085,0.633,4,134,Defaulted,1,High,1539338.53
LOAN009834,703.0,0.462,0.561,0,0,Current,0,Low,5065.73
LOAN009835,694.0,0.157,,0,0,Paid Off,0,Low,1087.6
LOAN009836,599.0,1.015,0.615,1,97,Defaulted,1,High,495647.97
LOAN009837,692.0,0.331,,0,0,Current,0,Low,7272.25
LOAN009838,684.0,0.667,0.611,0,0,Current,0,Medium,22605.84
