loan_id,customer_id,loan_type,loan_amount,loan_term_months,interest_rate,loan_start_date,collateral_type,collateral_value,monthly_loan_payment,loan_purpose
LOAN008578,CUST07555,Personal Loan,379477.34,27,14.77,2020-12-26,Unsecured,0.0,16604.73,Personal Expense
LOAN008579,CUST12572,Auto Loan,1218089.25,68,9.99,2025-12-09,Vehicle,1830135.85,23531.73,Vehicle Purchase
LOAN008580,CUST06805,Home Loan,2277496.45,240,7.61,2019-01-23,Property,2776165.53,18500.85,Home Purchase
LOAN008581,CUST12221,Home Loan,3093371.73,247,7.88,2019-12-01,Property,5475992.27,25345.8,Home Purchase
LOAN008582,CUST01473,Auto Loan,339917.11,48,10.43,2019-12-25,Vehicle,536366.75,8691.54,Vehicle Purchase
LOAN008583,CUST14148,Education Loan,165063.23,78,11.33,2019-04-29,Unsecured,0.0,2988.58,Higher Education
LOAN008584,CUST02073,Auto Loan,463823.74,64,8.66,2025-11-09,Vehicle,549871.81,9074.91,Vehicle Purchase
LOAN008585,CUST05960,Personal Loan,929408.76,47,13.97,2019-04-10,Unsecured,0.0,25787.57,Personal Expense
LOAN008586,CUST12366,Home Loan,2270383.89,247,9.22,2023-10-03,Property,3182913.79,20546.46,Home Purchase
LOAN008587,CUST12189,Home Loan,1543867.26,245,9.48,2022-05-13,Property,2934307.26,14272.55,Home Purchase
LOAN008588,CUST00039,Education Loan,209950.82,79,10.88,2025-11-04,Unsecured,0.0,3733.57,Higher Education
LOAN008589,CUST11978,Home Loan,4161407.12,238,8.98,2021-01-04,Property,6857897.59,37500.75,Home Purchase
LOAN008590,CUST14750,Personal Loan,572954.85,40,13.3,2023-04-15,Unsecured,0.0,17810.79,Personal Expense
LOAN008591,CUST11845,Home Loan,1986671.14,237,7.5,2018-08-15,Property,3768689.15,16092.22,Home Purchase
LOAN008592,CUST02175,Education Loan,299851.42,70,10.47,2023-04-08,Fixed Deposit,577580.45,5742.12,Higher Education
LOAN008593,CUST01425,Business Loan,1667961.58,75,12.8,2023-01-29,Unsecured,0.0,32421.24,Business Expansion
LOAN008594,CUST09046,Home Loan,711624.31,252,7.37,2020-03-19,Property,1386281.73,5558.71,Home Purchase
LOAN008595,CUST07291,Home Loan,1098966.35,252,8.92,2025-12-07,Property,1699683.58,9664.0,Home Purchase
LOAN008596,CUST04652,Business Loan,4747534.05,91,14.14,2019-04-04,Unsecured,0.0,85326.28,Business Expansion
LOAN008597,CUST02505,Home Loan,2858535.36,235,8.68,2024-10-12,Property,5678286.36,25334.03,Home Purchase
LOAN008598,CUST09940,Personal Loan,95631.59,33,13.94,2020-10-23,Unsecured,0.0,3505.39,Personal Expense
LOAN008599,CUST03520,Business Loan,914596.87,74,12.63,2023-10-22,Business Asset,1685111.47,17852.79,Business Expansion
LOAN008600,CUST02841,Personal Loan,359426.54,31,14.14,2024-09-17,Unsecured,0.0,13908.09,Personal Expense
LOAN008601,CUST13724,Home Loan,2119917.87,248,8.98,2023-06-09,Property,3657222.52,18827.53,Home Purchase
LOAN008602,CUST09882,Business Loan,3842172.69,95,11.13,2024-06-18,Unsecured,0.0,61021.07,Business Expansion
LOAN008603,CUST13344,Auto Loan,477843.72,52,11.81,2018-08-24,Vehicle,553489.72,11784.56,Vehicle Purchase
LOAN008604,CUST11877,Home Loan,7000076.25,251,6.53,2025-01-21,Property,8863758.4,51206.48,Home Purchase
LOAN008605,CUST10951,Home Loan,3428361.29,241,9.07,2018-07-17,Property,5908405.77,30954.78,Home Purchase
LOAN008606,CUST00291,Business Loan,2775978.49,75,12.8,2023-09-21,Business Asset,3942473.12,53958.48,Business Expansion
LOAN008607,CUST14857,Home Loan,4685305.8,236,7.32,2018-08-10,Property,6104756.22,37510.06,Home Purchase
LOAN008608,CUST02567,Home Loan,2511402.69,243,6.5,2024-06-30,Property,2785099.89,18611.71,Home Purchase
LOAN008609,CUST10260,Auto Loan,229639.2,68,9.06,2020-09-05,Vehicle,427054.97,4330.25,Vehicle Purchase
LOAN008610,CUST14246,Home Loan,2750011.15,236,9.3,2018-11-09,Property,3844313.82,25423.89,Home Purchase
LOAN008611,CUST03451,Home Loan,2685230.07,239,8.48,2020-07-31,Property,5121691.78,23306.34,Home Purchase
LOAN008612,CUST10503,Auto Loan,548420.97,71,10.09,2023-02-26,Vehicle,923903.35,10289.44,Vehicle Purchase
LOAN008613,CUST07805,Home Loan,1200258.88,231,9.83,2024-02-28,Property,2170077.97,11593.04,Home Purchase
LOAN008614,CUST03252,Business Loan,1390382.76,80,12.15,2023-10-12,Unsecured,0.0,25441.82,Business Expansion
LOAN008615,CUST08481,Auto Loan,261481.91,67,8.31,2022-11-17,Vehicle,476126.34,4891.12,Vehicle Purchase
LOAN008616,CUST01330,Home Loan,3642150.29,246,7.21,2020-02-16,Property,4546349.75,28386.37,Home Purchase
LOAN008617,CUST00794,Home Loan,1628120.93,239,7.49,2022-05-09,Property,2535217.01,13129.82,Home Purchase
LOAN008618,CUST02911,Business Loan,1918824.65,90,11.47,2025-06-25,Property,2063182.85,31885.24,Business Expansion
LOAN008619,CUST07104,Home Loan,1869240.96,230,7.31,2020-03-20,Property,3051433.16,15129.52,Home Purchase
LOAN008620,CUST08109,Home Loan,2769272.84,235,7.35,2022-03-31,Property,5458704.29,22263.05,Home Purchase
LOAN008621,CUST03470,Auto Loan,878349.24,62,10.38,2022-08-12,Vehicle,1700837.73,18363.47,Vehicle Purchase
LOAN008622,CUST09028,Personal Loan,946423.23,30,12.26,2018-03-04,Unsecured,0.0,36788.3,Personal Expense
LOAN008623,CUST13358,Home Loan,2546325.46,243,8.07,2025-11-22,Property,3559378.76,21303.42,Home Purchase
LOAN008624,CUST08189,Personal Loan,859345.05,31,14.88,2023-04-09,Unsecured,0.0,33558.69,Personal Expense
LOAN008625,CUST11624,Auto Loan,1327553.31,68,10.62,2023-11-13,Vehicle,2494528.26,26066.66,Vehicle Purchase
LOAN008626,CUST09059,Auto Loan,738630.59,52,11.0,2024-08-10,Vehicle,1043917.91,17921.56,Vehicle Purchase
LOAN008627,CUST09420,Education Loan,191537.93,73,9.01,2025-07-20,Unsecured,0.0,3417.83,Higher Education
LOAN008628,CUST12170,Business Loan,1797005.35,76,12.62,2021-06-20,Business Asset,3579565.73,34457.35,Business Expansion
LOAN008629,CUST06312,Business Loan,7118937.1,90,11.59,2025-05-16,Unsecured,0.0,118755.16,Business Expansion
LOAN008630,CUST08321,Personal Loan,614725.94,47,14.09,2019-06-07,Unsecured,0.0,17093.23,Personal Expense
LOAN008631,CUST11616,Home Loan,10046305.36,245,9.35,2025-01-08,Property,12559146.4,92019.2,Home Purchase
LOAN008632,CUST09754,Auto Loan,331480.17,48,10.33,2019-10-29,Vehicle,468458.24,8459.82,Vehicle Purchase
LOAN008633,CUST14260,Business Loan,2522640.16,78,13.44,2019-02-03,Unsecured,0.0,48669.25,Business Expansion
LOAN008634,CUST07596,Business Loan,2022430.55,92,10.58,2020-09-09,Property,3514083.96,32182.41,Business Expansion
LOAN008635,CUST12792,Personal Loan,186684.41,46,14.21,2021-06-07,Unsecured,0.0,5307.5,Personal Expense
LOAN008636,CUST12672,Personal Loan,232279.66,29,16.36,2019-06-20,Unsecured,0.0,9750.86,Personal Expense
LOAN008637,CUST14163,Business Loan,788258.46,78,12.37,2025-03-08,Unsecured,0.0,14756.67,Business Expansion
LOAN008638,CUST11023,Home Loan,2992922.95,245,6.5,2025-08-19,Property,3832468.61,22092.8,Home Purchase
LOAN008639,CUST09877,Business Loan,1474688.82,91,11.61,2023-08-15,Unsecured,0.0,24446.12,Business Expansion
LOAN008640,CUST06148,Home Loan,1750044.07,248,8.5,2020-12-15,Property,3381116.6,15001.84,Home Purchase
LOAN008641,CUST03193,Home Loan,7268015.38,252,8.52,2024-06-22,Property,8955308.14,62034.17,Home Purchase
LOAN008642,CUST14088,Home Loan,1743265.31,235,10.78,2020-08-29,Property,3207949.21,17841.52,Home Purchase
LOAN008643,CUST14941,Auto Loan,260426.37,60,12.85,2024-07-07,Vehicle,495326.96,5905.52,Vehicle Purchase
LOAN008644,CUST08716,Home Loan,634749.69,236,8.01,2025-08-27,Property,1183152.75,5349.9,Home Purchase
LOAN008645,CUST03750,Personal Loan,200056.66,36,14.39,2022-05-20,Unsecured,0.0,6875.42,Personal Expense
LOAN008646,CUST09183,Home Loan,2778708.47,229,8.29,2024-10-18,Property,3635284.0,24197.45,Home Purchase
LOAN008647,CUST03246,Auto Loan,417698.63,53,10.14,2023-02-12,Vehicle,727468.81,9809.87,Vehicle Purchase
LOAN008648,CUST07337,Home Loan,3714346.79,239,7.4,2025-07-31,Property,4553434.61,29750.21,Home Purchase
LOAN008649,CUST09903,Home Loan,4541304.1,232,8.26,2020-12-02,Property,6336054.4,39252.13,Home Purchase
LOAN008650,CUST11934,Business Loan,4073530.83,83,12.62,2024-09-21,Property,7519493.31,73817.94,Business Expansion
LOAN008651,CUST08252,Auto Loan,285093.47,62,10.95,2019-03-23,Vehicle,397858.25,6041.42,Vehicle Purchase
LOAN008652,CUST02437,Business Loan,3420675.85,88,11.54,2021-10-15,Unsecured,0.0,57787.61,Business Expansion
LOAN008653,CUST04367,Auto Loan,250494.68,67,10.05,2018-06-24,Vehicle,423740.51,4900.49,Vehicle Purchase
LOAN008654,CUST07551,Business Loan,1031498.74,80,11.67,2021-11-22,Unsecured,0.0,18612.84,Business Expansion
LOAN008655,CUST04122,Business Loan,1781994.03,79,12.16,2022-11-11,Property,3100768.18,32885.84,Business Expansion
LOAN008656,CUST11768,Business Loan,3575895.81,95,14.36,2019-08-01,Property,7071111.07,63208.15,Business Expansion
LOAN008657,CUST12916,Personal Loan,348894.92,31,14.83,2022-06-08,Unsecured,0.0,13616.44,Personal Expense
LOAN008658,CUST06390,Home Loan,8895056.45,244,8.1,2023-07-13,Property,11590652.64,74465.24,Home Purchase
LOAN008659,CUST04631,Home Loan,2688083.83,246,7.53,2025-04-30,Property,2895471.82,21477.5,Home Purchase
LOAN008660,CUST14778,Home Loan,6640050.11,241,7.07,2021-04-20,Property,12605153.57,51661.85,Home Purchase
LOAN008661,CUST08898,Auto Loan,1672274.11,61,11.18,2024-09-23,Vehicle,3232872.15,36062.41,Vehicle Purchase
LOAN008662,CUST14135,Business Loan,1133334.8,74,12.84,2023-12-31,Property,1607275.36,22248.27,Business Expansion
LOAN008663,CUST06669,Education Loan,1447071.94,67,12.01,2019-08-15,Unsecured,0.0,29746.74,Higher Education
LOAN008664,CUST07487,Auto Loan,623557.16,66,8.27,2021-05-28,Vehicle,1077151.48,11790.8,Vehicle Purchase
LOAN008665,CUST09026,Home Loan,761591.17,233,7.14,2019-03-02,Property,869222.01,6050.15,Home Purchase
LOAN008666,CUST01288,Personal Loan,1102307.31,40,13.91,2024-12-19,Fixed Deposit,1506535.84,34595.03,Personal Expense
LOAN008667,CUST01449,Business Loan,1540640.44,87,12.96,2019-05-29,Property,1880308.8,27400.79,Business Expansion
LOAN008668,CUST12632,Auto Loan,720433.66,50,9.98,2023-01-13,Vehicle,1372474.92,17670.49,Vehicle Purchase
LOAN008669,CUST04395,Auto Loan,303336.13,71,8.7,2019-07-03,Vehicle,445280.42,5480.99,Vehicle Purchase
LOAN008670,CUST13387,Auto Loan,361356.72,57,8.79,2023-11-02,Vehicle,716110.39,7777.75,Vehicle Purchase
LOAN008671,CUST10312,Auto Loan,827082.4,59,10.85,2019-03-26,Vehicle,1198915.65,18150.13,Vehicle Purchase
LOAN008672,CUST03946,Home Loan,9372138.81,245,7.42,2020-02-04,Property,10153295.12,74377.69,Home Purchase
LOAN008673,CUST08636,Personal Loan,108286.35,34,14.99,2019-02-28,Unsecured,0.0,3928.52,Personal Expense
LOAN008674,CUST05442,Business Loan,2834578.56,74,11.64,2024-04-18,Unsecured,0.0,53861.31,Business Expansion
LOAN008675,CUST02952,Home Loan,11417827.51,248,8.58,2019-04-22,Property,18003426.79,98460.82,Home Purchase
LOAN008676,CUST14095,Home Loan,2411531.82,239,8.77,2021-04-30,Property,3039041.47,21374.7,Home Purchase
LOAN008677,CUST03509,Personal Loan,186012.38,35,14.61,2024-02-15,Unsecured,0.0,6558.97,Personal Expense
LOAN008678,CUST13103,Home Loan,3942377.19,238,9.71,2021-07-22,Property,7109360.04,37393.1,Home Purchase
LOAN008679,CUST10713,Home Loan,1529626.07,238,10.51,2018-01-19,Property,2969299.7,15319.67,Home Purchase
LOAN008680,CUST08146,Home Loan,4655208.42,237,7.9,2019-01-04,Property,8901468.98,38850.48,Home Purchase
LOAN008681,CUST11060,Home Loan,1385123.26,230,8.34,2019-08-17,Property,2281182.98,12083.41,Home Purchase
LOAN008682,CUST13204,Personal Loan,83174.99,41,14.75,2025-11-07,Unsecured,0.0,2594.78,Personal Expense
LOAN008683,CUST14821,Personal Loan,393635.6,43,15.98,2022-05-25,Unsecured,0.0,12083.24,Personal Expense
LOAN008684,CUST04621,Home Loan,3059018.74,231,9.79,2019-10-26,Property,4073504.54,29466.64,Home Purchase
LOAN008685,CUST03332,Personal Loan,187361.66,47,14.53,2023-02-17,Unsecured,0.0,5251.2,Personal Expense
LOAN008686,CUST08916,Auto Loan,578388.23,54,11.02,2021-10-06,Vehicle,1048821.07,13633.38,Vehicle Purchase
LOAN008687,CUST02537,Home Loan,2612738.81,237,9.06,2024-01-25,Property,2938829.54,23714.92,Home Purchase
LOAN008688,CUST11520,Home Loan,3599236.91,240,7.64,2024-01-15,Property,4708100.81,29304.1,Home Purchase
LOAN008689,CUST12222,Business Loan,1378615.9,81,13.11,2025-09-03,Business Asset,1725784.57,25734.1,Business Expansion
LOAN008690,CUST10101,Education Loan,534214.76,79,11.25,2025-01-23,Unsecured,0.0,9602.91,Higher Education
LOAN008691,CUST07106,Home Loan,2090495.61,234,8.53,2020-07-25,Property,2802594.02,18359.69,Home Purchase
LOAN008692,CUST02843,Personal Loan,467974.55,38,14.57,2025-08-16,Fixed Deposit,813081.36,15447.12,Personal Expense
LOAN008693,CUST02523,Business Loan,352429.61,78,11.92,2025-04-15,Property,639312.96,6513.86,Business Expansion
LOAN008694,CUST09478,Business Loan,2511227.05,94,12.53,2023-12-21,Property,3085693.51,42065.57,Business Expansion
LOAN008695,CUST05854,Auto Loan,569236.43,65,9.54,2018-05-29,Vehicle,931176.79,11248.22,Vehicle Purchase
LOAN008696,CUST06684,Home Loan,5956086.74,228,7.19,2022-01-27,Property,11168246.23,47975.4,Home Purchase
LOAN008697,CUST13648,Business Loan,1356037.77,89,11.08,2022-09-09,Unsecured,0.0,22411.11,Business Expansion
LOAN008698,CUST00857,Business Loan,2807642.73,88,11.65,2024-03-12,Business Asset,4182649.24,47596.77,Business Expansion
LOAN008699,CUST05069,Home Loan,1013787.59,238,8.11,2019-05-11,Property,1889271.88,8578.09,Home Purchase
LOAN008700,CUST10666,Personal Loan,790332.11,33,14.21,2020-06-05,Unsecured,0.0,29072.62,Personal Expense
LOAN008701,CUST10775,Auto Loan,166709.71,50,9.79,2025-06-23,Vehicle,263145.32,4073.73,Vehicle Purchase
LOAN008702,CUST13815,Education Loan,1548458.62,82,10.91,2023-02-08,Unsecured,0.0,26871.17,Higher Education
LOAN008703,CUST10910,Home Loan,3043495.61,229,9.15,2024-07-11,Property,5546578.23,28150.02,Home Purchase
LOAN008704,CUST14400,Personal Loan,401476.72,33,14.29,2025-07-13,Unsecured,0.0,14783.96,Personal Expense
LOAN008705,CUST06980,Business Loan,2227388.71,74,12.29,2022-02-27,Business Asset,3873033.74,43079.83,Business Expansion
LOAN008706,CUST06991,Home Loan,1397773.23,241,9.19,2022-11-17,Property,1822103.71,12728.97,Home Purchase
LOAN008707,CUST08689,Auto Loan,1614206.87,57,9.04,2020-12-25,Vehicle,2023873.64,34938.33,Vehicle Purchase
LOAN008708,CUST11143,Business Loan,5002845.83,83,12.59,2023-07-16,Business Asset,9703251.43,90577.52,Business Expansion
LOAN008709,CUST02024,Personal Loan,169514.46,33,12.29,2020-03-31,Unsecured,0.0,6079.67,Personal Expense
LOAN008710,CUST06230,Personal Loan,136744.49,45,14.98,2023-04-21,Unsecured,0.0,3990.21,Personal Expense
LOAN008711,CUST01767,Home Loan,2474593.92,241,6.87,2023-05-10,Property,3071276.43,18956.12,Home Purchase
LOAN008712,CUST06788,Auto Loan,642285.29,58,9.64,2021-07-21,Vehicle,765187.72,13896.98,Vehicle Purchase
LOAN008713,CUST11354,Education Loan,1633303.93,66,9.85,2024-06-04,Unsecured,0.0,32151.69,Higher Education
LOAN008714,CUST07745,Business Loan,1779961.68,92,13.29,2019-03-09,Unsecured,0.0,30947.68,Business Expansion
LOAN008715,CUST13708,Home Loan,3036017.48,241,8.41,2018-02-12,Property,3547016.82,26132.72,Home Purchase
LOAN008716,CUST03120,Personal Loan,130228.06,30,13.35,2020-01-18,Fixed Deposit,215187.22,5129.43,Personal Expense
LOAN008717,CUST02235,Home Loan,2053505.73,242,7.85,2025-06-09,Property,3984941.86,16927.15,Home Purchase
LOAN008718,CUST09486,Home Loan,2223520.48,248,9.6,2018-07-08,Property,4177074.25,20650.48,Home Purchase
LOAN008719,CUST02091,Home Loan,5585145.34,251,8.55,2025-06-18,Property,7312522.52,47846.51,Home Purchase
LOAN008720,CUST07000,Personal Loan,334973.93,25,14.24,2022-04-03,Unsecured,0.0,15563.36,Personal Expense
LOAN008721,CUST08398,Business Loan,1106993.38,88,13.13,2025-07-26,Property,2073946.23,19656.49,Business Expansion
LOAN008722,CUST13489,Auto Loan,2061232.26,59,10.11,2025-10-28,Vehicle,3132544.8,44479.47,Vehicle Purchase
LOAN008723,CUST03492,Personal Loan,808715.18,33,14.55,2023-02-25,Unsecured,0.0,29881.77,Personal Expense
LOAN008724,CUST08212,Personal Loan,344817.44,36,14.49,2018-12-12,Fixed Deposit,640298.46,11867.27,Personal Expense
LOAN008725,CUST06880,Education Loan,336940.99,82,10.94,2021-08-24,Unsecured,0.0,5852.39,Higher Education
LOAN008726,CUST09570,Business Loan,1491939.46,77,12.13,2023-10-20,Business Asset,2246153.01,27977.79,Business Expansion
LOAN008727,CUST07791,Home Loan,5752428.23,233,6.86,2024-09-04,Property,11503979.44,44738.45,Home Purchase
LOAN008728,CUST09132,Home Loan,2943488.3,233,10.95,2025-09-30,Property,4027031.65,30537.74,Home Purchase
LOAN008729,CUST05742,Home Loan,9041591.11,232,7.85,2025-07-09,Property,16486960.78,75859.64,Home Purchase
LOAN008730,CUST07305,Home Loan,2125045.87,244,8.32,2018-02-14,Property,3720037.55,18084.28,Home Purchase
LOAN008731,CUST06798,Home Loan,4216140.35,242,9.6,2025-11-15,Property,6969505.38,39467.53,Home Purchase
LOAN008732,CUST05073,Personal Loan,451681.51,29,13.96,2025-10-13,Unsecured,0.0,18439.53,Personal Expense
LOAN008733,CUST01123,Business Loan,1314129.94,73,13.05,2018-08-09,Property,1981766.76,26175.79,Business Expansion
LOAN008734,CUST01584,Education Loan,189293.92,68,10.23,2021-07-23,Unsecured,0.0,3679.65,Higher Education
LOAN008735,CUST08230,Personal Loan,377956.44,37,14.56,2020-12-25,Unsecured,0.0,12739.79,Personal Expense
LOAN008736,CUST12208,Education Loan,876123.42,73,10.03,2019-05-10,Unsecured,0.0,16081.78,Higher Education
LOAN008737,CUST05346,Home Loan,1696023.88,234,8.89,2022-11-18,Property,2167187.11,15281.61,Home Purchase
LOAN008738,CUST05260,Education Loan,768905.73,73,12.59,2021-12-20,Unsecured,0.0,15128.97,Higher Education
LOAN008739,CUST03524,Home Loan,1848845.32,234,9.14,2024-12-20,Property,2720390.25,16953.87,Home Purchase
LOAN008740,CUST10338,Home Loan,2925445.78,231,6.63,2024-02-19,Property,4553750.71,22450.51,Home Purchase
LOAN008741,CUST02533,Home Loan,2956527.21,248,8.82,2023-06-27,Property,4005219.82,25951.59,Home Purchase
LOAN008742,CUST04651,Business Loan,1357226.09,73,13.09,2024-09-19,Business Asset,2218003.8,27062.96,Business Expansion
LOAN008743,CUST10129,Auto Loan,285386.61,71,9.75,2025-04-25,Vehicle,383246.68,5305.63,Vehicle Purchase
LOAN008744,CUST09661,Auto Loan,486810.33,53,12.26,2023-07-23,Vehicle,525455.74,11940.95,Vehicle Purchase
LOAN008745,CUST08632,Home Loan,2238113.92,245,9.56,2022-07-01,Property,3052893.73,20808.31,Home Purchase
LOAN008746,CUST12728,Home Loan,1813829.98,240,7.61,2022-10-25,Property,2726617.63,14734.33,Home Purchase
LOAN008747,CUST01261,Home Loan,3235397.47,240,8.48,2022-02-18,Property,5981975.35,28036.59,Home Purchase
LOAN008748,CUST09096,Personal Loan,414099.7,47,14.0,2020-09-01,Unsecured,0.0,11495.91,Personal Expense
LOAN008749,CUST01098,Business Loan,2102591.5,93,12.23,2024-06-03,Unsecured,0.0,35097.54,Business Expansion
LOAN008750,CUST02466,Personal Loan,853122.32,28,14.64,2019-06-12,Fixed Deposit,1285884.13,36152.11,Personal Expense
LOAN008751,CUST14972,Business Loan,2993405.62,74,12.84,2022-01-31,Business Asset,3337432.08,58762.94,Business Expansion
LOAN008752,CUST12731,Auto Loan,339766.77,64,12.29,2020-03-16,Vehicle,623260.51,7263.66,Vehicle Purchase
LOAN008753,CUST03604,Home Loan,2546033.73,230,8.99,2019-04-08,Property,3056857.12,23251.52,Home Purchase
LOAN008754,CUST14013,Home Loan,5122313.06,245,8.79,2025-10-13,Property,6596881.34,45058.31,Home Purchase
LOAN008755,CUST00654,Education Loan,408804.87,71,12.79,2018-01-21,Unsecured,0.0,8237.81,Higher Education
LOAN008756,CUST03072,Personal Loan,687867.68,34,16.69,2024-07-21,Unsecured,0.0,25528.36,Personal Expense
LOAN008757,CUST01642,Personal Loan,187096.31,25,13.44,2019-06-08,Fixed Deposit,241743.04,8621.98,Personal Expense
LOAN008758,CUST01126,Personal Loan,559539.75,41,14.25,2021-09-12,Unsecured,0.0,17317.41,Personal Expense
LOAN008759,CUST04769,Education Loan,464693.87,69,10.4,2025-12-09,Unsecured,0.0,8976.17,Higher Education
LOAN008760,CUST10912,Personal Loan,464194.01,32,14.58,2024-10-26,Unsecured,0.0,17595.17,Personal Expense
LOAN008761,CUST08606,Home Loan,6350501.86,247,9.14,2019-07-18,Property,9352886.89,57139.38,Home Purchase
LOAN008762,CUST02361,Business Loan,1958791.95,87,12.76,2024-09-07,Unsecured,0.0,34623.72,Business Expansion
LOAN008763,CUST11011,Auto Loan,806406.83,49,9.73,2024-10-16,Vehicle,1527609.8,20008.27,Vehicle Purchase
LOAN008764,CUST13798,Home Loan,1411030.16,234,9.08,2019-10-21,Property,1933986.68,12884.86,Home Purchase
LOAN008765,CUST14870,Auto Loan,430751.91,48,10.69,2018-12-07,Vehicle,695331.01,11068.27,Vehicle Purchase
LOAN008766,CUST14697,Auto Loan,494338.78,50,9.69,2019-10-07,Vehicle,899422.27,12055.94,Vehicle Purchase
LOAN008767,CUST05179,Home Loan,1450064.51,243,9.91,2021-05-27,Property,1792900.1,13852.61,Home Purchase
LOAN008768,CUST05406,Business Loan,1625781.58,92,12.34,2018-08-27,Property,3138863.64,27413.84,Business Expansion
LOAN008769,CUST05072,Personal Loan,243402.57,30,13.7,2025-05-06,Unsecured,0.0,9627.78,Personal Expense
LOAN008770,CUST14201,Business Loan,3170661.19,93,12.45,2021-09-21,Property,6248270.79,53571.33,Business Expansion
LOAN008771,CUST04495,Education Loan,1111594.21,84,12.03,2020-03-26,Unsecured,0.0,19640.51,Higher Education
LOAN008772,CUST08910,Home Loan,3364505.52,252,7.69,2019-03-25,Property,5047073.12,26949.01,Home Purchase
LOAN008773,CUST12521,Auto Loan,190187.42,62,11.4,2018-02-02,Vehicle,220766.24,4073.24,Vehicle Purchase
LOAN008774,CUST03858,Auto Loan,364812.25,66,10.33,2022-11-17,Vehicle,560839.73,7268.69,Vehicle Purchase
LOAN008775,CUST03077,Personal Loan,91288.45,41,13.19,2018-04-07,Unsecured,0.0,2777.82,Personal Expense
LOAN008776,CUST03410,Home Loan,3684630.12,229,7.49,2025-07-16,Property,7099988.52,30282.06,Home Purchase
LOAN008777,CUST00211,Home Loan,6932849.19,250,7.55,2018-11-30,Property,11227632.94,55107.0,Home Purchase
LOAN008778,CUST06886,Auto Loan,467845.19,65,9.48,2023-06-10,Vehicle,578731.46,9230.85,Vehicle Purchase
LOAN008779,CUST11535,Personal Loan,295767.11,42,13.92,2020-05-25,Fixed Deposit,379242.66,8936.24,Personal Expense
LOAN008780,CUST03815,Business Loan,2339117.03,93,12.31,2025-05-04,Unsecured,0.0,39148.37,Business Expansion
LOAN008781,CUST07336,Auto Loan,919279.94,53,11.75,2019-12-04,Vehicle,1698902.21,22316.0,Vehicle Purchase
LOAN008782,CUST11626,Home Loan,2276720.63,241,10.37,2020-11-07,Property,3619829.42,22503.86,Home Purchase
LOAN008783,CUST09927,Home Loan,2180088.1,233,8.32,2019-11-19,Property,3732825.13,18891.95,Home Purchase
LOAN008784,CUST03203,Home Loan,721438.74,235,9.44,2019-01-09,Property,1211535.77,6745.01,Home Purchase
LOAN008785,CUST06174,Home Loan,5481448.71,234,8.28,2024-12-08,Property,7229164.13,47282.02,Home Purchase
LOAN008786,CUST02868,Personal Loan,252843.57,46,13.03,2024-10-17,Unsecured,0.0,7012.31,Personal Expense
LOAN008787,CUST05668,Home Loan,5533463.62,249,9.32,2019-01-22,Property,9436855.15,50304.26,Home Purchase
LOAN008788,CUST13258,Auto Loan,508913.47,61,8.49,2023-07-24,Vehicle,1009523.3,10301.24,Vehicle Purchase
LOAN008789,CUST08565,Personal Loan,1460939.05,44,14.8,2022-03-10,Unsecured,0.0,43222.56,Personal Expense
LOAN008790,CUST05818,Home Loan,3630442.92,240,8.78,2022-05-27,Property,6709205.25,32152.14,Home Purchase
LOAN008791,CUST01070,Education Loan,88814.51,68,13.29,2019-06-04,Unsecured,0.0,1865.95,Higher Education
LOAN008792,CUST05211,Personal Loan,200221.14,32,13.83,2021-02-15,Unsecured,0.0,7517.03,Personal Expense
LOAN008793,CUST06568,Home Loan,1595029.88,240,7.87,2020-01-21,Property,2214214.08,13212.71,Home Purchase
LOAN008794,CUST11000,Home Loan,4186760.84,239,7.36,2019-10-04,Property,6332344.29,33432.18,Home Purchase
LOAN008795,CUST00982,Business Loan,1243856.63,84,12.86,2020-09-28,Property,1325517.17,22533.63,Business Expansion
LOAN008796,CUST01810,Home Loan,4053574.32,241,9.86,2023-04-01,Property,6848977.99,38691.16,Home Purchase
LOAN008797,CUST05384,Personal Loan,289420.9,37,12.6,2024-04-11,Unsecured,0.0,9480.27,Personal Expense
LOAN008798,CUST01094,Home Loan,970511.83,247,9.16,2024-08-05,Property,1846669.23,8744.94,Home Purchase
LOAN008799,CUST14338,Business Loan,1377861.89,75,12.44,2019-11-09,Property,2342885.46,26520.13,Business Expansion
LOAN008800,CUST01294,Home Loan,4404638.01,247,9.31,2021-03-30,Property,8564890.64,40120.11,Home Purchase
LOAN008801,CUST04698,Personal Loan,269993.46,45,13.85,2024-02-07,Fixed Deposit,525477.97,7726.01,Personal Expense
LOAN008802,CUST09044,Home Loan,5918941.55,248,8.31,2022-03-14,Property,10094512.55,50022.67,Home Purchase
LOAN008803,CUST04843,Home Loan,3735794.96,249,9.4,2024-11-03,Property,6613105.26,34158.18,Home Purchase
LOAN008804,CUST05993,Home Loan,5084375.35,241,8.28,2020-10-09,Property,7324790.53,43347.42,Home Purchase
LOAN008805,CUST12593,Home Loan,2525098.18,242,8.35,2025-10-01,Property,4746966.37,21604.76,Home Purchase
LOAN008806,CUST10115,Home Loan,1673123.19,238,9.22,2021-06-06,Property,1877308.7,15335.89,Home Purchase
LOAN008807,CUST08462,Home Loan,3710904.68,236,7.99,2020-05-25,Property,6822751.64,31230.88,Home Purchase
